ID No,Prog Code,Gender,YoG,CGPA,CGPA100,CGPA200,CGPA300,CGPA400,SGPA,Cluster
47101,MIS,Female,2011,2.91,2.7,3.14,2.93,2.9,2.23,3
81030,MIS,Male,2011,2.94,3.07,3.04,3.52,2.45,2.27,3
86699,MIS,Female,2011,3.53,3.32,3.35,3.56,3.89,2.86,1
46399,MIS,Male,2011,3.47,3.23,3.67,3.22,3.67,3.3,1
51346,MIS,Male,2013,2.1,3.09,1.26,1.65,1.98,2.19,0
52771,MIS,Male,2012,3.52,3.94,2.9,3.18,3.85,3.3,1
26211,MIS,Male,2012,3.09,2.93,3.15,2.87,2.95,1.74,3
76719,MIS,Female,2012,4.0,3.82,4.11,4.33,3.71,2.97,1
61458,MIS,Male,2012,4.01,3.98,3.93,4.19,3.47,3.91,1
78704,MIS,Male,2012,4.33,4.3,4.21,4.59,4.15,2.68,2
97451,MIS,Female,2012,3.91,3.73,4.16,3.78,3.75,2.03,1
30648,MIS,Male,2012,4.11,3.95,4.26,4.44,3.77,2.19,1
39330,MIS,Male,2012,4.33,3.86,4.52,4.74,4.09,3.13,2
66523,MIS,Male,2012,2.69,2.52,2.56,3.26,2.52,3.61,3
71499,MIS,Male,2012,3.32,2.86,3.43,3.56,3.49,3.47,3
63831,MIS,Male,2012,3.5,2.23,3.54,4.03,4.15,3.26,1
49071,MIS,Male,2012,3.31,3.32,3.11,3.48,3.25,3.04,3
51461,MIS,Female,2012,3.4,2.59,3.85,4.33,3.21,2.5,1
83733,MIS,Female,2012,4.04,3.52,4.31,4.19,4.0,2.34,1
28926,MIS,Male,2012,3.16,2.84,3.41,3.37,2.79,2.25,3
79255,MIS,Female,2012,4.55,4.14,4.63,4.7,4.57,4.02,2
80295,MIS,Female,2012,4.54,4.05,4.7,4.7,4.57,3.91,2
75869,MIS,Male,2012,3.58,3.57,4.02,3.59,2.78,1.98,1
78790,MIS,Male,2012,3.5,3.52,3.26,3.74,3.21,2.97,1
80312,MIS,Female,2012,2.96,2.93,3.35,2.63,2.84,2.32,3
39853,MIS,Male,2012,4.12,3.57,4.33,4.56,4.02,2.58,2
43045,MIS,Male,2012,3.73,3.64,3.63,3.78,3.73,2.03,1
39844,MIS,Male,2014,2.52,2.66,2.31,3.07,2.27,2.5,0
62831,MIS,Female,2012,3.52,3.34,3.3,3.9,3.5,3.13,1
55053,MIS,Male,2012,3.18,3.3,3.37,3.19,2.74,2.68,3
35763,MIS,Female,2012,3.78,3.02,3.56,4.48,4.17,2.43,1
75829,MIS,Female,2012,3.35,3.16,3.73,3.3,3.2,2.63,1
92538,MIS,Female,2012,3.84,3.57,3.93,4.19,3.65,2.66,1
70603,MIS,Female,2012,2.91,2.14,2.98,3.74,2.94,2.5,3
34247,MIS,Male,2012,2.73,2.07,2.88,3.25,2.6,3.13,3
48191,MIS,Male,2012,2.73,3.11,2.8,3.04,2.03,3.13,3
71732,MIS,Female,2012,3.56,3.16,3.67,3.78,3.55,2.73,1
53339,MIS,Female,2012,3.66,3.57,3.76,3.74,3.46,3.75,1
56513,MIS,Male,2012,2.25,2.2,1.78,2.84,2.42,2.1,0
96158,MIS,Female,2012,3.58,3.18,3.64,4.07,2.96,3.67,1
75239,MIS,Female,2012,4.12,3.95,4.14,4.15,4.06,3.54,2
35594,MIS,Male,2012,2.7,2.32,2.5,3.17,2.64,3.52,3
78414,MIS,Female,2012,3.06,2.34,3.44,3.45,2.94,2.32,3
36711,MIS,Female,2012,3.27,3.11,3.22,3.81,2.74,3.36,3
53833,MIS,Male,2013,2.24,2.82,1.95,2.67,2.02,2.32,0
68599,MIS,Male,2012,3.39,3.25,3.02,4.07,3.2,2.28,3
25600,MIS,Male,2013,3.03,2.93,3.11,3.42,2.84,2.02,3
31535,MIS,Male,2012,3.43,3.36,3.07,4.0,3.16,3.82,1
95876,MIS,Male,2012,3.08,3.23,2.93,3.03,2.71,3.59,3
44054,MIS,Female,2012,3.44,3.16,3.39,3.59,3.65,2.89,1
77298,MIS,Female,2012,4.12,4.05,4.07,4.19,4.02,3.13,2
26565,MIS,Female,2012,4.11,3.82,3.95,4.04,4.38,2.33,1
80628,MIS,Male,2012,3.03,2.59,2.94,3.0,2.93,3.3,3
51372,MIS,Female,2012,3.69,2.98,3.98,3.78,3.81,2.85,1
74425,MIS,Female,2013,2.05,2.52,1.95,2.78,1.65,2.42,0
60524,MIS,Male,2012,2.88,2.56,3.13,3.3,2.66,2.11,3
46669,MIS,Female,2012,3.51,3.5,3.52,3.67,3.28,3.13,1
69087,MIS,Male,2012,2.81,3.11,2.76,3.0,2.39,2.58,3
38692,MIS,Female,2013,2.19,2.16,2.44,2.5,1.93,3.28,0
67432,MIS,Female,2012,3.51,2.68,3.54,3.93,3.83,2.89,1
44976,MIS,Female,2012,3.53,2.33,3.52,4.04,3.82,2.85,1
26303,MIS,Female,2012,4.11,3.43,4.13,4.63,4.25,1.67,2
70981,MIS,Male,2013,2.35,2.43,2.52,2.43,2.16,2.77,0
55385,MIS,Male,2012,3.05,3.3,2.94,3.59,2.57,2.89,3
43103,MIS,Male,2012,3.04,3.27,2.64,3.43,2.65,1.67,3
49900,MIS,Male,2014,1.7,2.23,1.29,2.03,1.59,2.42,0
79437,MIS,Female,2012,3.63,3.25,3.72,3.48,3.66,2.58,1
38515,MIS,Male,2013,2.04,2.41,2.12,1.93,1.81,2.33,0
67895,MIS,Female,2013,2.43,2.43,2.58,2.44,2.32,2.66,0
65789,MIS,Female,2012,4.03,3.5,4.07,4.0,4.31,3.05,1
68681,MIS,Male,2012,3.65,3.0,3.62,3.85,3.76,2.5,1
37700,MIS,Female,2012,3.7,3.18,3.42,4.3,3.82,3.47,1
32668,MIS,Male,2013,2.96,3.09,2.63,3.37,2.94,3.48,3
49677,MIS,Male,2013,2.25,2.86,2.14,2.45,1.93,2.03,0
35644,MIS,Male,2013,1.9,2.2,1.48,1.29,2.29,2.23,0
23544,MIS,Male,2012,3.26,3.02,2.8,3.57,3.34,1.8,3
85529,MIS,Female,2012,4.27,4.05,4.56,4.26,3.8,3.84,2
32467,MIS,Female,2012,2.64,2.48,2.77,2.72,2.6,2.99,0
42363,MIS,Male,2012,2.79,2.84,2.81,3.07,2.6,2.21,3
55313,MIS,Female,2012,4.05,3.73,4.13,4.33,3.94,3.33,2
50919,MIS,Female,2012,3.54,2.47,3.52,3.78,4.0,3.98,1
62421,MIS,Female,2013,4.55,4.39,4.49,4.41,4.87,2.42,2
93431,MIS,Male,2013,3.02,2.23,3.2,2.8,3.67,1.98,3
30542,MIS,Male,2013,3.71,3.55,3.44,3.52,4.24,3.59,1
48329,MIS,Female,2013,3.8,3.25,4.07,3.93,3.98,3.05,1
54825,MIS,Male,2013,2.86,2.57,2.63,3.17,3.12,3.36,3
88829,MIS,Male,2013,2.55,2.77,2.19,2.1,2.86,2.99,0
24042,MIS,Female,2013,2.81,2.68,3.02,2.65,2.82,3.44,3
38059,MIS,Male,2013,3.03,2.5,2.82,2.97,3.78,2.32,3
81261,MIS,Male,2013,3.58,3.34,3.23,3.48,4.17,2.03,1
93304,MIS,Female,2013,3.34,2.8,3.64,3.43,3.51,2.66,1
94272,MIS,Female,2013,2.78,2.16,2.51,3.13,3.43,2.15,3
84722,MIS,Male,2013,3.99,4.05,4.12,3.7,4.0,3.13,1
82302,MIS,Female,2013,3.33,3.07,3.26,3.26,3.71,1.7,3
56731,MIS,Female,2013,3.01,2.3,3.14,3.23,3.35,1.65,3
55362,MIS,Male,2013,3.23,3.0,3.13,2.9,3.73,3.47,3
76385,MIS,Female,2013,2.79,3.34,3.02,3.15,2.11,2.71,3
66495,MIS,Male,2013,3.22,2.5,2.96,3.67,3.84,3.23,3
38173,MIS,Female,2013,2.47,2.14,2.31,2.55,2.77,2.58,0
61544,MIS,Female,2013,4.52,4.07,4.65,4.59,4.8,3.68,2
91300,MIS,Male,2013,3.72,3.45,3.74,3.7,3.96,3.61,1
74352,MIS,Male,2013,3.54,3.3,2.94,4.11,4.11,3.13,1
44619,MIS,Female,2013,3.31,2.91,3.34,3.48,3.54,2.29,1
54540,MIS,Female,2013,3.12,2.68,3.04,2.97,3.65,2.94,3
62250,MIS,Male,2013,3.01,3.11,2.95,2.93,3.0,2.43,3
89283,MIS,Male,2013,3.12,3.39,3.44,2.81,2.8,3.05,3
88955,MIS,Female,2013,2.52,2.39,2.37,2.48,2.69,2.22,0
47550,MIS,Male,2013,2.94,2.77,2.65,3.15,3.3,2.81,3
78036,MIS,Male,2013,3.39,2.39,3.45,3.53,4.14,3.83,1
77147,MIS,Male,2013,2.65,2.57,2.38,2.43,3.07,3.39,0
76198,MIS,Female,2013,4.59,4.52,4.62,4.41,4.73,3.31,2
37029,MIS,Male,2013,4.04,3.89,4.09,3.85,4.24,3.82,2
32241,MIS,Female,2013,2.96,2.43,3.2,2.4,3.47,2.32,3
43474,MIS,Male,2013,3.78,3.55,3.72,3.67,4.13,2.83,1
74113,MIS,Female,2013,3.71,3.7,4.0,3.15,3.76,2.57,1
51816,MIS,Male,2013,2.43,2.3,1.95,2.25,2.85,2.71,0
36820,MIS,Male,2014,1.96,2.02,1.77,2.16,1.99,1.94,0
59318,MIS,Male,2013,2.45,2.36,2.51,2.6,2.4,2.78,0
35979,MIS,Female,2013,4.11,3.77,4.33,4.07,4.24,3.66,2
41471,MIS,Male,2013,2.85,2.91,2.79,2.6,3.02,3.68,3
81817,MIS,Male,2014,2.43,2.23,2.05,1.87,3.07,3.98,0
90197,MIS,Male,2013,3.02,3.25,2.23,2.71,3.74,1.76,3
64562,MIS,Female,2013,2.69,2.64,2.98,2.13,2.78,2.54,0
93759,MIS,Female,2013,3.68,2.95,3.89,3.83,4.07,3.96,1
60031,MIS,Female,2013,3.1,3.07,3.35,2.52,3.22,2.27,3
54664,MIS,Female,2013,4.41,3.86,4.67,4.48,4.64,2.88,2
26784,MIS,Male,2013,2.98,2.43,3.0,3.5,3.13,2.99,3
91226,MIS,Male,2014,2.0,2.23,1.24,2.06,2.52,2.31,0
64603,MIS,Female,2013,4.21,4.0,4.53,3.85,4.33,3.61,2
56541,MIS,Female,2013,3.66,3.5,4.19,3.22,3.58,2.23,1
36178,MIS,Male,2014,2.3,2.11,2.08,1.87,2.69,2.41,0
32570,MIS,Male,2014,2.05,2.18,1.84,1.77,2.35,2.5,0
40010,MIS,Male,2013,2.73,2.8,2.29,2.73,3.14,2.19,0
92164,MIS,Male,2013,2.27,2.32,1.74,2.03,2.74,2.34,0
36625,MIS,Female,2013,3.62,3.39,3.95,3.5,3.62,3.61,1
55296,MIS,Female,2013,3.86,3.5,4.02,3.59,4.22,2.12,1
43529,MIS,Female,2013,4.41,4.3,4.7,4.26,4.33,3.36,2
55993,MIS,Female,2013,3.89,3.89,4.0,3.81,3.85,3.82,1
75290,MIS,Male,2013,2.15,2.02,2.04,2.18,2.23,2.75,0
78942,MIS,Female,2013,3.1,2.75,2.84,3.44,3.51,1.67,3
27676,MIS,Male,2013,2.83,2.57,2.75,3.13,2.93,1.46,0
90040,MIS,Female,2013,3.5,2.95,3.57,3.63,3.89,2.63,1
68306,MIS,Female,2013,3.65,3.02,4.1,3.47,3.96,2.22,1
43683,MIS,Female,2013,4.45,4.2,4.26,4.5,4.84,4.1,2
73561,MIS,Male,2013,3.25,3.07,3.16,2.73,3.76,2.34,3
50013,MIS,Female,2013,3.75,3.18,3.95,3.41,4.33,3.82,1
30766,MIS,Female,2013,3.09,3.14,2.49,3.67,3.36,2.53,3
24881,MIS,Male,2013,3.12,3.07,2.81,3.47,3.23,3.06,3
31222,MIS,Female,2013,3.19,2.55,2.81,3.35,4.15,2.68,3
76923,MIS,Male,2013,3.82,3.27,3.93,3.82,4.2,2.89,1
66903,MIS,Female,2013,2.85,2.89,2.5,2.56,3.12,3.06,3
81492,MIS,Male,2013,2.88,2.68,2.5,2.93,3.45,2.93,3
87725,MIS,Female,2013,3.28,3.3,3.2,2.75,3.59,3.83,3
23743,MIS,Female,2013,2.87,2.68,3.3,2.13,3.07,3.19,3
30613,MIS,Female,2013,2.86,2.45,2.83,2.57,3.35,3.02,3
37997,MIS,Male,2013,2.74,2.3,2.55,2.6,3.35,2.78,0
60789,MIS,Female,2014,2.24,2.24,2.47,1.43,2.4,2.5,0
59571,MIS,Male,2013,3.49,3.25,3.16,3.56,3.98,2.43,1
90341,MIS,Male,2013,2.74,2.36,2.64,2.5,3.33,1.72,0
91097,MIS,Female,2013,4.57,4.39,4.77,4.56,4.57,2.89,2
47818,MIS,Male,2013,3.22,2.82,2.98,3.0,3.94,2.73,3
79076,MIS,Female,2013,3.26,3.05,2.19,3.87,4.28,3.28,1
27655,MIS,Female,2013,3.69,3.27,3.89,3.43,4.07,2.58,1
85757,MIS,Female,2014,3.8,3.72,3.83,4.07,3.69,3.09,1
78370,MIS,Male,2014,3.84,3.2,3.46,4.34,4.26,2.36,1
84991,MIS,Male,2014,2.75,2.7,1.79,2.66,3.63,2.81,0
89575,MIS,Female,2014,3.5,2.76,3.78,4.0,3.69,2.5,1
24992,MIS,Male,2014,3.97,3.98,3.76,4.19,4.02,3.82,1
89896,MIS,Female,2014,3.87,3.61,4.02,4.0,3.91,2.63,1
85673,MIS,Female,2014,3.55,3.0,3.89,3.96,3.51,1.74,1
43157,MIS,Male,2014,3.4,3.02,3.51,3.62,3.55,2.64,1
95456,MIS,Male,2014,3.6,3.63,3.27,3.85,3.71,2.21,1
73245,MIS,Female,2014,3.87,3.43,3.83,4.26,4.13,3.16,1
92620,MIS,Female,2014,4.48,4.04,4.76,4.52,4.64,3.28,2
73357,MIS,Male,2014,3.5,3.67,3.27,3.19,3.72,1.99,3
28153,MIS,Male,2014,3.68,3.63,3.5,3.6,3.92,2.71,1
79384,MIS,Male,2014,3.91,3.98,4.07,3.67,3.82,3.06,1
78737,MIS,Female,2014,3.42,3.33,3.29,3.37,3.64,2.29,1
23987,MIS,Male,2014,3.16,3.04,2.73,3.11,3.61,2.57,3
42649,MIS,Male,2014,4.01,3.89,4.24,3.67,4.11,3.26,1
67603,MIS,Female,2014,3.94,3.83,4.05,3.93,3.98,2.45,1
84293,MIS,Female,2014,3.12,2.93,2.64,3.1,3.73,3.75,3
96814,MIS,Female,2014,3.59,3.24,3.27,3.67,4.23,2.47,1
53172,MIS,Male,2014,4.51,4.3,4.68,4.59,4.52,2.33,2
76312,MIS,Female,2014,4.34,4.15,4.46,4.44,4.36,3.2,2
92190,MIS,Female,2014,4.38,3.76,4.68,4.3,4.78,2.99,2
52170,MIS,Female,2014,3.19,3.0,2.74,3.43,3.59,3.27,3
94036,MIS,Female,2014,3.56,3.15,3.39,3.7,4.02,2.34,1
74662,MIS,Female,2014,4.24,4.0,4.12,4.7,4.33,4.03,2
29266,MIS,Male,2014,2.8,2.48,2.55,3.04,3.2,1.8,0
62983,MIS,Female,2014,3.41,3.43,3.54,2.96,3.53,2.73,1
89663,MIS,Female,2014,3.64,3.2,3.61,3.78,4.02,2.29,1
57358,MIS,Female,2014,2.78,2.24,2.81,2.8,3.23,3.09,3
60704,MIS,Female,2014,3.79,3.57,3.55,4.31,3.93,2.78,1
55307,MIS,Female,2014,2.52,2.17,2.31,2.57,2.88,3.75,0
56893,MIS,Female,2014,3.33,2.8,2.96,4.04,3.81,2.92,1
40580,MIS,Female,2014,4.71,4.39,4.88,4.81,4.82,3.28,2
49087,MIS,Male,2010,1.94,1.76,1.4,1.48,1.87,3.28,0
61783,MIS,Female,2010,2.17,1.78,1.9,1.79,2.04,2.5,0
73605,CEN,Male,2011,1.87,2.02,2.12,1.31,1.6,2.34,0
73993,CEN,Male,2010,3.36,3.71,3.13,3.18,3.65,3.19,3
88730,CEN,Male,2010,2.4,2.0,2.31,2.15,2.65,3.81,0
65864,CEN,Male,2010,2.4,2.4,2.28,1.81,2.44,2.42,0
47275,CEN,Male,2010,1.89,2.47,1.47,1.34,2.0,3.13,0
80122,CEN,Female,2011,4.1,3.59,3.82,4.28,4.52,3.04,2
67900,CEN,Female,2010,4.11,3.69,3.98,4.29,4.38,3.28,2
61625,CEN,Male,2010,2.59,3.47,2.92,1.97,2.35,2.97,0
85812,CEN,Female,2010,3.54,4.16,3.98,3.29,2.38,2.99,1
50530,CEN,Male,2012,1.92,2.13,2.06,1.45,2.73,2.95,0
37882,CEN,Male,2010,3.75,3.67,4.22,4.0,2.83,3.61,1
24972,CEN,Female,2010,4.51,4.04,4.36,4.74,4.66,3.26,2
96933,CEN,Male,2010,4.3,4.27,4.32,4.4,4.14,3.44,2
73536,CEN,Male,2010,3.91,4.09,4.04,4.0,3.0,2.99,1
59617,CEN,Male,2010,3.46,3.67,3.34,2.98,3.62,3.05,3
48507,CEN,Male,2010,4.25,4.69,4.68,3.85,3.79,3.2,2
67799,CEN,Male,2010,4.65,4.49,4.86,4.72,4.48,4.22,2
39333,CEN,Male,2010,4.11,4.44,4.08,4.11,3.55,3.16,1
84967,CEN,Male,2010,3.63,3.46,3.62,3.51,4.0,3.06,1
77635,CEN,Male,2010,3.26,3.13,3.49,3.12,3.41,3.44,3
70984,CEN,Male,2010,4.39,4.27,4.36,4.38,4.52,4.14,2
70774,CEN,Female,2010,4.2,4.0,4.1,4.19,4.31,3.59,2
31968,CEN,Male,2010,2.91,3.18,3.5,3.08,1.53,2.5,3
38948,CEN,Female,2010,3.8,3.93,3.92,3.79,3.76,4.45,1
75828,CEN,Male,2011,2.83,2.66,2.48,3.06,3.73,4.06,3
86032,CEN,Male,2010,4.27,4.18,4.26,4.17,4.31,3.98,2
51235,CEN,Male,2010,2.25,3.29,2.5,0.95,1.58,3.66,0
68636,CEN,Male,2010,3.23,3.11,3.24,3.32,2.93,2.73,3
26247,CEN,Female,2010,4.01,3.67,3.62,4.22,4.38,3.61,2
61842,CEN,Female,2010,3.57,3.51,3.82,3.68,3.07,3.52,1
57918,CEN,Male,2010,2.31,3.16,2.2,1.81,2.1,3.39,0
87545,CEN,Female,2010,3.59,3.55,3.53,3.36,3.24,3.91,1
90262,CEN,Female,2010,3.3,3.04,3.38,3.0,4.07,2.5,1
43455,CEN,Female,2010,2.92,3.04,3.08,2.53,2.84,3.05,3
44481,CEN,Male,2010,3.52,3.69,2.96,4.04,3.26,2.6,1
53933,CEN,Male,2011,2.18,2.87,1.99,1.74,2.94,3.13,0
26838,CEN,Male,2010,3.21,3.11,3.34,3.0,3.41,3.28,3
43055,CEN,Male,2011,2.31,2.92,2.33,1.89,2.81,3.66,0
70151,CEN,Male,2010,3.74,4.33,3.82,3.3,3.63,3.82,1
75542,CEN,Male,2010,4.02,4.4,4.54,3.85,3.48,2.73,1
45578,CEN,Male,2010,2.03,2.57,2.61,1.43,1.56,2.73,0
28628,CEN,Female,2010,3.91,3.44,4.14,3.91,3.93,3.33,1
31560,CEN,Female,2010,3.64,3.45,4.18,3.55,3.52,2.78,1
52301,CEN,Male,2010,4.57,4.7,4.66,4.51,4.45,3.75,2
52207,CEN,Female,2010,3.77,3.78,3.56,3.94,4.03,2.5,1
53532,CEN,Male,2010,3.14,3.15,3.22,2.93,3.0,3.19,3
30134,CEN,Female,2010,3.54,3.57,2.94,3.31,3.86,2.71,1
94550,CEN,Male,2011,2.31,2.47,2.9,1.52,1.7,2.73,0
23628,CEN,Male,2010,4.07,3.96,4.16,3.94,4.1,3.29,1
95565,CEN,Male,2010,3.78,3.13,3.76,4.02,4.03,2.97,1
73619,CEN,Male,2010,3.76,3.44,3.88,3.83,3.69,3.33,1
39695,CEN,Female,2010,4.78,4.93,4.88,4.74,4.72,4.1,2
36809,CEN,Male,2010,3.97,3.98,4.22,3.89,3.93,2.66,1
48702,CEN,Male,2010,3.58,3.53,3.9,3.24,4.1,2.66,1
92081,CEN,Female,2010,3.71,4.04,3.66,3.82,3.45,3.82,1
67029,CEN,Male,2011,3.77,4.3,3.33,2.14,3.68,3.54,3
47417,CEN,Female,2010,2.86,3.57,2.96,2.54,2.55,2.73,3
55860,CEN,Male,2010,4.3,4.51,4.62,3.94,4.34,4.22,2
62268,CEN,Male,2010,2.61,2.94,2.94,2.05,2.58,3.66,0
85050,CEN,Male,2010,3.78,3.31,3.94,3.42,4.17,3.75,1
46217,CEN,Male,2010,4.47,4.33,4.7,4.38,4.17,3.44,2
49184,CEN,Male,2010,3.99,3.89,4.08,4.3,4.0,3.52,2
58111,CEN,Female,2010,4.33,4.24,4.4,4.47,4.21,4.22,2
95195,CEN,Male,2010,3.67,3.73,3.86,3.72,3.62,3.47,1
44365,CEN,Female,2010,4.78,4.53,4.9,4.85,4.83,3.68,2
38961,CEN,Male,2011,3.79,3.89,3.59,3.89,4.28,3.75,1
42024,CEN,Female,2011,2.69,4.09,2.35,1.75,3.37,4.03,3
38109,CEN,Male,2011,3.04,3.46,3.06,3.06,3.65,2.88,3
50609,CEN,Male,2011,2.69,2.93,2.58,2.3,3.48,3.52,3
36622,CEN,Male,2011,3.75,3.91,3.4,3.8,4.31,3.67,1
84771,CEN,Male,2013,2.37,3.24,2.37,1.67,3.0,3.13,0
52047,CEN,Male,2011,4.18,4.46,4.0,4.04,4.41,3.83,2
68586,CEN,Male,2011,3.7,3.78,3.55,3.52,4.1,3.21,1
38931,CEN,Male,2011,2.6,2.93,2.42,1.79,2.9,3.33,0
61810,CEN,Male,2011,2.34,3.33,2.23,1.79,2.32,2.14,0
34009,CEN,Male,2011,4.29,4.37,4.29,3.84,4.9,3.19,2
35088,CEN,Male,2011,2.97,3.52,3.09,2.41,3.31,3.67,3
31876,CEN,Female,2011,4.2,4.35,3.67,4.11,4.83,3.67,2
90903,CEN,Female,2011,4.22,4.22,3.92,4.17,4.66,3.61,2
96509,CEN,Female,2011,3.26,3.37,3.08,3.07,3.6,3.54,1
26434,CEN,Female,2011,4.29,4.11,4.22,4.5,4.76,3.67,2
31398,CEN,Male,2013,1.88,2.28,1.79,1.22,2.13,2.6,0
82684,CEN,Male,2011,3.21,3.5,3.24,2.35,3.94,2.5,3
87329,CEN,Male,2011,4.16,4.37,4.18,3.77,4.62,2.86,2
43834,CEN,Male,2011,3.55,3.65,3.1,3.39,4.34,2.85,1
44837,CEN,Female,2011,3.75,3.61,3.55,3.93,4.45,3.82,1
46607,CEN,Female,2011,3.56,3.5,3.11,3.54,3.84,2.66,1
25102,CEN,Male,2011,2.95,3.76,2.63,2.56,3.77,3.48,3
63963,CEN,Male,2012,3.14,3.49,2.55,3.14,3.66,2.81,3
89366,CEN,Male,2012,3.4,3.94,2.84,3.57,3.83,2.64,1
87311,CEN,Male,2012,3.31,3.55,2.8,3.31,4.0,3.3,3
47359,CEN,Female,2012,4.14,4.49,3.92,4.23,4.34,2.89,2
65174,CEN,Male,2012,3.0,3.06,2.66,3.12,3.06,2.73,3
91026,CEN,Male,2012,3.95,4.08,4.35,3.82,3.72,3.48,1
49018,CEN,Female,2012,3.49,3.34,3.12,3.72,4.17,2.81,1
40705,CEN,Female,2012,3.71,3.72,3.21,3.81,4.07,3.47,1
85381,CEN,Male,2012,3.31,3.81,2.76,3.3,3.52,2.68,3
62609,CEN,Male,2012,2.71,3.64,2.06,2.38,3.21,2.95,3
93884,CEN,Male,2012,2.75,3.17,2.75,2.46,2.48,2.73,0
25947,CEN,Male,2012,3.91,3.96,3.55,4.02,3.79,2.95,1
67692,CEN,Female,2012,4.63,4.6,4.47,4.51,4.9,3.39,2
54194,CEN,Male,2012,3.48,3.66,3.31,3.49,3.55,3.59,1
34009,CEN,Male,2012,3.73,3.98,3.8,3.79,3.83,2.77,1
63031,CEN,Female,2012,4.54,4.62,4.31,4.53,4.32,3.59,2
39238,CEN,Male,2012,4.06,4.26,3.82,4.15,3.83,3.57,1
76466,CEN,Female,2012,3.84,4.04,3.56,4.02,3.55,3.75,1
82165,CEN,Male,2012,3.06,3.53,2.48,2.88,3.38,3.52,3
38614,CEN,Male,2012,4.11,4.11,3.8,4.06,4.45,3.05,2
52474,CEN,Male,2013,2.36,3.68,2.7,1.68,2.39,2.73,0
91416,CEN,Male,2012,3.54,3.57,2.92,3.3,4.07,3.13,1
34705,CEN,Male,2012,3.59,4.43,3.49,3.51,3.55,3.91,1
57810,CEN,Male,2012,2.7,3.0,1.75,2.82,3.14,2.5,0
54162,CEN,Female,2012,4.49,4.64,4.24,4.43,4.86,4.06,2
84493,CEN,Female,2012,4.48,4.85,4.53,4.55,4.34,4.77,2
63642,CEN,Male,2012,3.78,4.0,3.14,4.1,3.79,4.14,1
50479,CEN,Female,2012,3.19,3.23,2.44,3.49,3.31,3.13,3
51372,CEN,Male,2012,2.6,2.89,2.35,2.5,2.97,3.75,0
51132,CEN,Male,2012,4.29,4.77,4.29,4.26,4.0,4.03,2
54808,CEN,Male,2012,3.19,4.11,2.95,3.0,2.97,4.38,3
41529,CEN,Male,2012,3.66,4.02,3.12,3.77,3.55,3.05,1
62926,CEN,Male,2012,3.56,3.96,2.75,3.63,3.72,3.04,1
96995,CEN,Male,2012,3.71,3.51,3.25,4.23,3.79,2.5,1
93198,CEN,Female,2012,3.8,3.57,3.57,4.06,3.72,3.13,1
66819,CEN,Female,2012,3.85,3.79,3.37,3.89,4.21,3.04,1
74009,CEN,Male,2012,3.29,3.91,3.08,3.02,2.79,3.21,3
92955,CEN,Male,2012,2.7,3.23,2.56,2.84,2.38,2.42,0
42824,CEN,Male,2012,4.06,3.98,4.06,3.65,4.14,4.58,2
51605,CEN,Male,2013,2.3,3.49,2.21,1.82,2.72,2.71,0
96970,CEN,Male,2012,3.21,3.43,2.82,3.27,2.97,2.59,3
30445,CEN,Male,2012,2.72,3.43,2.17,2.51,2.81,2.58,0
93352,CEN,Female,2012,3.94,3.74,3.31,4.06,4.48,3.68,1
62851,CEN,Male,2012,3.68,3.66,3.25,4.19,4.0,3.33,1
42263,CEN,Female,2012,3.82,4.0,3.24,4.19,3.65,2.38,1
61676,CEN,Male,2013,3.76,3.98,3.41,3.83,4.14,3.13,1
25889,CEN,Male,2013,3.06,3.87,2.84,2.24,3.17,3.91,3
64891,CEN,Female,2013,3.91,4.13,3.38,3.66,4.48,2.95,1
59091,CEN,Male,2013,2.75,4.38,2.79,1.94,2.89,3.98,3
37392,CEN,Male,2013,3.21,3.69,2.58,3.22,3.37,3.67,3
71261,CEN,Male,2013,4.09,4.29,3.86,4.15,4.07,3.26,2
94833,CEN,Male,2014,2.71,3.82,2.59,2.39,2.69,3.59,3
51954,CEN,Male,2013,4.63,4.84,4.43,4.49,4.79,4.31,2
46527,CEN,Male,2013,3.44,4.09,3.2,2.83,3.8,2.95,3
91406,CEN,Male,2013,3.57,3.76,3.27,3.52,3.31,3.19,1
50233,CEN,Male,2013,3.44,3.52,3.07,3.12,3.82,3.28,3
25650,CEN,Female,2013,3.48,4.18,3.2,2.92,3.38,2.77,1
62578,CEN,Female,2013,3.09,3.4,2.92,2.61,3.45,3.36,3
77186,CEN,Male,2013,3.74,4.4,3.45,3.58,3.77,4.03,1
69519,CEN,Female,2013,3.7,4.38,3.36,3.27,3.59,1.88,1
51131,CEN,Male,2013,3.33,3.6,2.85,3.19,3.66,2.5,3
54460,CEN,Female,2013,4.75,4.87,4.61,4.64,4.9,4.64,2
68073,CEN,Female,2013,3.49,3.96,3.29,3.23,3.38,3.89,1
59942,CEN,Male,2013,3.88,3.91,3.18,4.3,4.23,2.29,1
77680,CEN,Male,2013,2.65,3.93,2.63,2.29,1.97,2.42,0
23894,CEN,Male,2013,2.98,3.64,2.59,2.19,3.97,3.67,3
94422,CEN,Female,2013,4.64,4.71,4.57,4.51,4.76,4.22,2
81365,CEN,Female,2013,4.46,4.73,4.33,4.36,4.38,3.67,2
81131,CEN,Female,2013,3.83,4.36,3.67,3.28,3.83,3.59,1
47756,CEN,Female,2014,2.41,3.02,2.69,1.81,1.82,2.43,0
